Rank,Journal
7271,Trends in Psychiatry and Psychotherapy
7272,Ultrasound in Medicine and Biology
7273,Computer Applications in Engineering Education
7274,Discover Oncology
7275,Frontiers in Environmental Science
7276,Frontiers in Pediatrics
7277,Hand
7278,International Journal for Uncertainty Quantification
7279,International Journal of Obstetric Anesthesia
7280,International Journal of Phytoremediation
7281,Japanese Journal of Mathematics
7282,Journal of High Technology Management Research
7283,Journal of Pediatric Urology
7284,Journal of School Health
7285,RSC Advances
7286,AEU - International Journal of Electronics and Communications
7287,BMC Musculoskeletal Disorders
7288,CALICO Journal
7289,Journal of Applied Toxicology
7290,Journal of Nutrition Education and Behavior
7291,Journal of Occupational and Environmental Medicine
7292,Journal of Social Marketing
7293,Research in Science and Technological Education
7294,Ecological Research
7295,Economic Change and Restructuring
7296,Electricity Journal
7297,Geographical Review
7298,International Journal of Performance Analysis in Sport
7299,Journal of Clinical Psychology in Medical Settings
7300,Life
7301,Pain Research and Management
7302,Practical Neurology
7303,Social Work in Health Care
7304,American Journal of Critical Care
7305,Biomedical Materials (Bristol)
7306,Current Medical Research and Opinion
7307,Histochemistry and Cell Biology
7308,ISPRS International Journal of Geo-Information
7309,Journal of Gastric Cancer
7310,Journal of Microbiology
7311,Quarterly of Applied Mathematics
7312,Ramanujan Journal
7313,Research in Nursing and Health
7314,South European Society and Politics
7315,American Journal of Clinical Oncology: Cancer Clinical Trials
7316,Analytical Cellular Pathology
7317,Clinical Endoscopy
7318,Emotion
7319,Journal of Child Sexual Abuse
7320,Journal of Immunotoxicology
7321,Social Work Education
7322,Suicide and Life-Threatening Behavior
7323,ACS Omega
7324,Air Quality
7325,BMC pharmacology &amp; toxicology
7326,Canadian Journal of Gastroenterology and Hepatology
7327,Complementary Therapies in Clinical Practice
7328,Epilepsy Research
7329,Graphical Models
7330,International Journal of Bilingualism
7331,International Journal of Biometeorology
7332,Journal of Animal Physiology and Animal Nutrition
7333,Kinetic and Related Models
7334,American Journal of Rhinology and Allergy
7335,Basic and Applied Social Psychology
7336,Contemporary Physics
7337,Diabetes Spectrum
7338,International Journal of Biomedical Imaging
7339,International Journal of Psychoanalysis
7340,International Ophthalmology
7341,International Relations
7342,Journal of Arid Environments
7343,Journal of Economics and Business
7344,Journal of Physiological Sciences
7345,Yantu Lixue/Rock and Soil Mechanics
7346,Acta Tropica
7347,Crohn's and Colitis 360
7348,Drugs in R and D
7349,Frontiers of Agricultural Science and Engineering
7350,Journal of Early Childhood Literacy
7351,Journal of Forestry Research
7352,Journal of Human Lactation
7353,Journal of Quality Assurance in Hospitality and Tourism
7354,Journal of Quantitative Spectroscopy and Radiative Transfer
7355,Journal of the Formosan Medical Association
7356,Pacific Review
7357,Physics of Plasmas
7358,Risk
7359,SIGMOD Record
7360,Tropical Diseases
7361,Biosensors
7362,Cardiac Electrophysiology Clinics
7363,Journal of Clinical Hypertension
7364,Journal of Contemporary China
7365,Journal of Cosmetic Dermatology
7366,Journal of Genetic Engineering and Biotechnology
7367,Journal of Mathematical Economics
7368,Pharmaceutical Research
7369,Philosophy
7370,Publius: The Journal of Federalism
7371,American Journal of Hospice and Palliative Medicine
7372,Data Base for Advances in Information Systems
7373,Food Biophysics
7374,Horticultural Reviews
7375,Infezioni in Medicina
7376,International Journal of Imaging Systems and Technology
7377,International Journal of Public Sector Management
7378,Journal of Research in Music Education
7379,Medical Reference Services Quarterly
7380,Metallomics
7381,NJAS - Wageningen Journal of Life Sciences
7382,Preventive Veterinary Medicine
7383,Race and Justice
7384,Skin Health and Disease
7385,Toxicology Letters
7386,Water Alternatives
7387,Applied Measurement in Education
7388,Basic and Clinical Andrology
7389,Bioelectrochemistry
7390,Breastfeeding Medicine
7391,Clinical and Experimental Dermatology
7392,European Journal of Development Research
7393,Fungal Genetics and Biology
7394,Hematology/Oncology Clinics of North America
7395,International Journal of Information Technology (Singapore)
7396,Journal of Fixed Point Theory and Applications
7397,Journal of Pharmaceutical Sciences
7398,Journal of Systems Science and Complexity
7399,Language Learning and Development
7400,Medical Anthropology: Cross Cultural Studies in Health and Illness
7401,Quantitative Finance
7402,Vacuum
7403,Advances in Rheumatology
7404,Empirical Economics
7405,IEEE Engineering Management Review
7406,International Studies Perspectives
7407,Journal of Behavioral and Experimental Economics
7408,Latin American Politics and Society
7409,Nuclear Materials and Energy
7410,Psychiatric Clinics of North America
7411,Pulmonary Therapy
7412,Radiation Oncology Journal
7413,Sport
7414,Willdenowia
7415,Blood Transfusion
7416,BMC Medical Genomics
7417,Clinical Biochemistry
7418,Coastal Management
7419,Computers and Composition
7420,European Journal of Investigation in Health
7421,Information (Switzerland)
7422,International Journal of Heat and Fluid Flow
7423,International Journal of School and Educational Psychology
7424,JMIR Diabetes
7425,Journal of Animal Breeding and Genetics
7426,Journal of Basic Microbiology
7427,Journal of Foot and Ankle Research
7428,Journal of Foot and Ankle Surgery
7429,Journal of Neuropsychology
7430,Journal of Physics and Chemistry of Solids
7431,Journal of Symbolic Logic
7432,Plant Disease
7433,Politics and Governance
7434,Psychological Reports
7435,Public Library Quarterly
7436,Publicacions Matematiques
7437,Upsala Journal of Medical Sciences
7438,Urology
7439,Australian Social Work
7440,Contributions to Zoology
7441,Couple and Family Psychology: Research and Practice
7442,Current Research in Biotechnology
7443,Fatigue: Biomedicine
7444,Fisheries Research
7445,International Journal of Bullying Prevention
7446,International Journal of Listening
7447,International Journal of Oral and Maxillofacial Implants
7448,Journal of Library Administration
7449,Journal of Pre-College Engineering Education Research
7450,Russian Journal of Mathematical Physics
7451,Science and Justice - Journal of the Forensic Science Society
7452,BMC Medical Imaging
7453,Cell Transplantation
7454,Creativity Research Journal
7455,Economia Politica
7456,Economic Systems
7457,Gems and Gemology
7458,Journal of Evolutionary Economics
7459,Journal of Medical Toxicology
7460,Journal of Urban Design
7461,Natural Gas Industry B
7462,Process Biochemistry
7463,Qualitative Sociology
7464,Town Planning Review
7465,Whiteness and Education
7466,Acta Psychologica
7467,Arts and Health
7468,Asia Pacific Education Review
7469,Cerebrovascular Diseases
7470,European Cells and Materials
7471,Frontiers of Information Technology and Electronic Engineering
7472,International Journal of Emergency Medicine
7473,International Journal of Engine Research
7474,International Journal of Engineering and Geosciences
7475,Journal of Biochemical and Molecular Toxicology
7476,Toxicology Reports
7477,Advances in Theoretical and Mathematical Physics
7478,Current Pediatrics Reports
7479,European Journal for Sport and Society
7480,Expert Review of Hematology
7481,Insect Molecular Biology
7482,Journal of Pain Research
7483,Journal of Pediatric Orthopaedics
7484,Journal of Transportation Safety and Security
7485,Medical Anthropology Quarterly
7486,Mutation Research
7487,Optimization
7488,Resources
7489,Review of Policy Research
7490,Vox Sanguinis
7491,Zoonoses and Public Health
7492,Animals
7493,Cancer Control
7494,Current Anthropology
7495,European Journal of Gastroenterology and Hepatology
7496,Food Quality and Safety
7497,Improving Schools
7498,Infection and Chemotherapy
7499,International Journal of Architectural Heritage
7500,Journal of Comparative Germanic Linguistics
7501,Journal of Market Access and Health Policy
7502,Journal of Organizational Change Management
7503,Journal of Real-Time Image Processing
7504,Medical Principles and Practice
7505,Microbial Physiology
7506,Perspectives in Public Health
7507,PPAR Research
7508,Research in the Sociology of Work
7509,Asia Pacific Journal of Education
7510,BMC Nephrology
7511,Cartography and Geographic Information Science
7512,Chinese Journal of Chemical Engineering
7513,Clinical Hypertension
7514,Dalton Transactions
7515,Diagnostic Pathology
7516,Frontiers in Political Science
7517,Future of Children
7518,Global Policy
7519,Health security
7520,International Journal of Microbiology
7521,International Journal of Urban Sciences
7522,Journal of Family Studies
7523,Journal of Neuropsychiatry and Clinical Neurosciences
7524,Stem Cell Investigation
7525,AIDS Care - Psychological and Socio-Medical Aspects of AIDS/HIV
7526,AoB PLANTS
7527,European Journal of Management and Business Economics
7528,Fungal Biology
7529,IEEE International Symposium on Information Theory - Proceedings
7530,International Journal of Advanced Manufacturing Technology
7531,Journal of Cardiovascular Pharmacology and Therapeutics
7532,Journal of Food Biochemistry
7533,Journal of Investigative Medicine
7534,Library and Information Science Research
7535,MDM Policy and Practice
7536,Parks
7537,Trabajos de Prehistoria
7538,Advances in Structural Engineering
7539,Angiology
7540,Arthroplasty
7541,Canadian Journal of Neurological Sciences
7542,Clinical Pharmacology: Advances and Applications
7543,Dermatologic Surgery
7544,GeoInformatica
7545,IET Smart Cities
7546,International Journal of Naval Architecture and Ocean Engineering
7547,Journal of Aggression
7548,Pulmonary Medicine
7549,Radiation Research
7550,Studies in Continuing Education
7551,Archives of Medical Science
7552,Chemical Senses
7553,DNA and Cell Biology
7554,Frontiers in Oral Health
7555,Interdisciplinary Sciences - Computational Life Sciences
7556,International and Comparative Law Quarterly
7557,International Journal of Cardiovascular Imaging
7558,Journal of Ethnobiology and Ethnomedicine
7559,Journal of Pharmacokinetics and Pharmacodynamics
7560,Journal of the Knowledge Economy
7561,Leukemia Research
7562,Psychological Record
7563,Smart Health
7564,Analyst
7565,Catalysts
7566,Child Neuropsychology
7567,International Journal of Qualitative Studies in Education
7568,Interventional Neurology
7569,Nuclear Engineering and Technology
7570,Nutrition in Clinical Practice
7571,Toxicology Mechanisms and Methods
7572,Archives of Cardiovascular Diseases
7573,BioMedical Engineering Online
7574,Computational Intelligence
7575,Exploration of Targeted Anti-tumor Therapy
7576,Forum Mathematicum
7577,Green Processing and Synthesis
7578,HSS Journal
7579,Journal of Cannabis Research
7580,JVC/Journal of Vibration and Control
7581,Library Hi Tech
7582,Neural Processing Letters
7583,North American Actuarial Journal
7584,North American Spine Society Journal
7585,Biochemia Medica
7586,Comparative Education Review
7587,Current Drug Targets
7588,Data and Knowledge Engineering
7589,Dermatitis
7590,Ergonomics
7591,Fibers
7592,Frontiers in Earth Science
7593,Glossa
7594,International Journal of Health Planning and Management
